region,patch,field,n_participants,field_absent,null_value,invalid_value,observed_zero
NA,15.22,onMyWayPings,87480,0,0,0,19595
NA,15.22,pushPings,87480,0,0,0,76417
NA,15.23,allInPings,116770,0,0,0,94750
NA,15.23,assistMePings,116770,0,0,0,55017
NA,15.23,commandPings,116770,0,0,0,34659
NA,15.23,enemyMissingPings,116770,0,0,0,31285
NA,15.23,enemyVisionPings,116770,0,0,0,65188
NA,15.23,getBackPings,116770,0,0,0,74889
NA,15.23,needVisionPings,116770,0,0,0,98188
NA,15.23,onMyWayPings,116770,0,0,0,26359
NA,15.23,pushPings,116770,0,0,0,102449
NA,15.24,allInPings,481630,0,0,0,388399
NA,15.24,assistMePings,481630,0,0,0,225549
NA,15.24,commandPings,481630,0,0,0,143500
NA,15.24,enemyMissingPings,481630,0,0,0,133072
NA,15.24,enemyVisionPings,481630,0,0,0,271937
NA,15.24,getBackPings,481630,0,0,0,307432
NA,15.24,needVisionPings,481630,0,0,0,403381
NA,15.24,onMyWayPings,481630,0,0,0,110571
NA,15.24,pushPings,481630,0,0,0,420972
NA,15.3,allInPings,17390,0,0,0,14366
NA,15.3,assistMePings,17390,0,0,0,8153
NA,15.3,commandPings,17390,0,0,0,5197
NA,15.3,enemyMissingPings,17390,0,0,0,4692
NA,15.3,enemyVisionPings,17390,0,0,0,10103
NA,15.3,getBackPings,17390,0,0,0,11364
NA,15.3,needVisionPings,17390,0,0,0,14870
NA,15.3,onMyWayPings,17390,0,0,0,3893
NA,15.3,pushPings,17390,0,0,0,15325
NA,15.4,allInPings,14380,0,0,0,11802
NA,15.4,assistMePings,14380,0,0,0,6794
NA,15.4,commandPings,14380,0,0,0,4212
NA,15.4,enemyMissingPings,14380,0,0,0,3927
NA,15.4,enemyVisionPings,14380,0,0,0,8324
NA,15.4,getBackPings,14380,0,0,0,9466
NA,15.4,needVisionPings,14380,0,0,0,12180
NA,15.4,onMyWayPings,14380,0,0,0,3361
NA,15.4,pushPings,14380,0,0,0,12690
NA,15.5,allInPings,11080,0,0,0,9079
NA,15.5,assistMePings,11080,0,0,0,5159
NA,15.5,commandPings,11080,0,0,0,3271
NA,15.5,enemyMissingPings,11080,0,0,0,3025
NA,15.5,enemyVisionPings,11080,0,0,0,6482
NA,15.5,getBackPings,11080,0,0,0,7191
NA,15.5,needVisionPings,11080,0,0,0,9473
NA,15.5,onMyWayPings,11080,0,0,0,2510
NA,15.5,pushPings,11080,0,0,0,9750
NA,15.6,allInPings,13660,0,0,0,11220
NA,15.6,assistMePings,13660,0,0,0,6386
NA,15.6,commandPings,13660,0,0,0,4147
NA,15.6,enemyMissingPings,13660,0,0,0,3838
NA,15.6,enemyVisionPings,13660,0,0,0,8024
NA,15.6,getBackPings,13660,0,0,0,8852
NA,15.6,needVisionPings,13660,0,0,0,11649
NA,15.6,onMyWayPings,13660,0,0,0,3224
NA,15.6,pushPings,13660,0,0,0,12003
NA,15.7,allInPings,14060,0,0,0,11613
NA,15.7,assistMePings,14060,0,0,0,6591
NA,15.7,commandPings,14060,0,0,0,4107
NA,15.7,enemyMissingPings,14060,0,0,0,3680
NA,15.7,enemyVisionPings,14060,0,0,0,8028
NA,15.7,getBackPings,14060,0,0,0,9196
NA,15.7,needVisionPings,14060,0,0,0,12062
NA,15.7,onMyWayPings,14060,0,0,0,3151
NA,15.7,pushPings,14060,0,0,0,12394
NA,15.8,allInPings,14400,0,0,0,11840
NA,15.8,assistMePings,14400,0,0,0,6729
NA,15.8,commandPings,14400,0,0,0,4065
NA,15.8,enemyMissingPings,14400,0,0,0,3655
NA,15.8,enemyVisionPings,14400,0,0,0,7926
NA,15.8,getBackPings,14400,0,0,0,9253
NA,15.8,needVisionPings,14400,0,0,0,12314
NA,15.8,onMyWayPings,14400,0,0,0,3149
NA,15.8,pushPings,14400,0,0,0,12729
NA,15.9,allInPings,17660,0,0,0,14537
NA,15.9,assistMePings,17660,0,0,0,8292
NA,15.9,commandPings,17660,0,0,0,5116
NA,15.9,enemyMissingPings,17660,0,0,0,4631
NA,15.9,enemyVisionPings,17660,0,0,0,9856
NA,15.9,getBackPings,17660,0,0,0,11442
NA,15.9,needVisionPings,17660,0,0,0,15123
NA,15.9,onMyWayPings,17660,0,0,0,3966
NA,15.9,pushPings,17660,0,0,0,15566
NA,16.1,allInPings,852700,0,0,0,697107
NA,16.1,assistMePings,852700,0,0,0,414552
NA,16.1,commandPings,852700,0,0,0,249713
NA,16.1,enemyMissingPings,852700,0,0,0,244148
NA,16.1,enemyVisionPings,852700,0,0,0,466506
NA,16.1,getBackPings,852700,0,0,0,621337
NA,16.1,needVisionPings,852700,0,0,0,728664
NA,16.1,onMyWayPings,852700,0,0,0,203158
NA,16.1,pushPings,852700,0,0,0,742069
NA,16.2,allInPings,978710,0,0,0,797103
NA,16.2,assistMePings,978710,0,0,0,468700
NA,16.2,commandPings,978710,0,0,0,282739
NA,16.2,enemyMissingPings,978710,0,0,0,273235
NA,16.2,enemyVisionPings,978710,0,0,0,530283
NA,16.2,getBackPings,978710,0,0,0,708286
NA,16.2,needVisionPings,978710,0,0,0,833185
NA,16.2,onMyWayPings,978710,0,0,0,226053
NA,16.2,pushPings,978710,0,0,0,848620
NA,16.3,allInPings,1171320,0,0,0,951339
NA,16.3,assistMePings,1171320,0,0,0,560987
NA,16.3,commandPings,1171320,0,0,0,345359
NA,16.3,enemyMissingPings,1171320,0,0,0,330423
NA,16.3,enemyVisionPings,1171320,0,0,0,653441
NA,16.3,getBackPings,1171320,0,0,0,851322
NA,16.3,needVisionPings,1171320,0,0,0,992074
NA,16.3,onMyWayPings,1171320,0,0,0,277787
NA,16.3,pushPings,1171320,0,0,0,1014537
NA,16.4,allInPings,1317360,0,0,0,1068842
NA,16.4,assistMePings,1317360,0,0,0,635777
NA,16.4,commandPings,1317360,0,0,0,397158
NA,16.4,enemyMissingPings,1317360,0,0,0,384368
NA,16.4,enemyVisionPings,1317360,0,0,0,751582
NA,16.4,getBackPings,1317360,0,0,0,963675
NA,16.4,needVisionPings,1317360,0,0,0,1115631
NA,16.4,onMyWayPings,1317360,0,0,0,324390
NA,16.4,pushPings,1317360,0,0,0,1142902
NA,16.5,allInPings,1026500,0,0,0,824536
NA,16.5,assistMePings,1026500,0,0,0,460702
NA,16.5,commandPings,1026500,0,0,0,267794
NA,16.5,enemyMissingPings,1026500,0,0,0,245254
NA,16.5,enemyVisionPings,1026500,0,0,0,521170
NA,16.5,getBackPings,1026500,0,0,0,736325
NA,16.5,needVisionPings,1026500,0,0,0,865819
NA,16.5,onMyWayPings,1026500,0,0,0,196868
NA,16.5,pushPings,1026500,0,0,0,881222
NA,16.6,allInPings,290170,0,0,0,228655
NA,16.6,assistMePings,290170,0,0,0,122358
NA,16.6,commandPings,290170,0,0,0,61853
NA,16.6,enemyMissingPings,290170,0,0,0,53593
NA,16.6,enemyVisionPings,290170,0,0,0,125014
NA,16.6,getBackPings,290170,0,0,0,200222
NA,16.6,needVisionPings,290170,0,0,0,243888
NA,16.6,onMyWayPings,290170,0,0,0,40437
NA,16.6,pushPings,290170,0,0,0,244040
