predictor,beta,se,ci_low,ci_high,odds_ratio,or_low,or_high,p_value,n_matches,outcome,model,interval_method,specification,status,q_value_within_sensitivity_family
maintenance_diff_z,0.1271577850608068,0.0118999813388171,0.1038338216367252,0.1504817484848885,1.135596183759164,1.1094160786481932,1.162394089456238,1.1894845406231824e-26,34050,first_post_neutral_blue,logistic,match-score HC0 Wald,patch_15.23,estimated,2.1576696318280985e-26
maintenance_diff_z,0.0899275789849065,0.0058531491509593,0.0784554066490261,0.1013997513207868,1.0940950453621905,1.0816151212441083,1.106718965716026,2.8556237930520956e-53,138968,first_post_neutral_blue,logistic,match-score HC0 Wald,patch_15.24,estimated,5.568466396451586e-53
maintenance_diff_z,0.1159155094957505,0.0305380447768424,0.0560609417331392,0.1757700772583618,1.1229009936539698,1.0576621375363653,1.1921639215393764,0.0001471836688026,5176,first_post_neutral_blue,logistic,match-score HC0 Wald,patch_15.3,estimated,0.00020873320302914182
maintenance_diff_z,0.0913854869887982,0.0310312439326115,0.0305642488808795,0.1522067250967168,1.095691298598291,1.0310361308383629,1.1644009224466454,0.0032300600988271,5026,first_post_neutral_blue,logistic,match-score HC0 Wald,patch_15.4,estimated,0.00406362399529861
maintenance_diff_z,0.0337003139875612,0.0357184169330138,-0.0363077832011459,0.1037084111762685,1.0342746026470606,0.9643434390913812,1.1092769549908952,0.3454253926294053,3937,first_post_neutral_blue,logistic,match-score HC0 Wald,patch_15.5,estimated,0.35451553454070545
maintenance_diff_z,0.0698328774417569,0.0334530957852911,0.0042648097025862,0.1354009451809276,1.072328955919944,1.0042739169457695,1.1449957728678626,0.0368442027741695,4254,first_post_neutral_blue,logistic,match-score HC0 Wald,patch_15.6,estimated,0.04115756357400569
maintenance_diff_z,0.0364544654185047,0.0353206755677617,-0.0327740586943082,0.1056829895313178,1.0371270777951,0.9677571912125198,1.1114694731930894,0.3020253247221519,3905,first_post_neutral_blue,logistic,match-score HC0 Wald,patch_15.7,estimated,0.31410633771103796
maintenance_diff_z,0.0773682208620452,0.0323535787947969,0.0139552064242432,0.1407812352998472,1.0804398436456208,1.014053034859708,1.1511727844673072,0.0167872622882221,4433,first_post_neutral_blue,logistic,match-score HC0 Wald,patch_15.8,estimated,0.019839491795171575
maintenance_diff_z,0.1014341809046449,0.0309280702265812,0.0408151632605457,0.1620531985487442,1.1067570702454212,1.0416595507954411,1.1759227970432862,0.0010392480108494,5118,first_post_neutral_blue,logistic,match-score HC0 Wald,patch_15.9,estimated,0.0013739210990890373
maintenance_diff_z,0.0975408950593403,0.0045725202742203,0.0885787553218684,0.1065030347968122,1.1024565256664984,1.0926202988854523,1.112381302291792,5.733346763554359e-101,234473,first_post_neutral_blue,logistic,match-score HC0 Wald,patch_16.1,estimated,1.2086514798844326e-100
maintenance_diff_z,0.0960520173542701,0.004200040761051,0.0878199374626101,0.1042840972459301,1.1008163240574222,1.0917915135775849,1.109915734131765,9.391475939761939e-116,281128,first_post_neutral_blue,logistic,match-score HC0 Wald,patch_16.2,estimated,2.219803403943731e-115
