region,measure,score,count,density,bandwidth,bin_width
NA,overall,-1.3012823430430807,0,0.0036023385676028866,0.05591942132945575,0.0030195053268233796
NA,overall,-1.298262837716257,0,0.0036992673660666713,0.05591942132945575,0.0030195053268233796
NA,overall,-1.2952433323894335,0,0.0038034577606555174,0.05591942132945575,0.0030195053268233796
NA,overall,-1.29222382706261,1,0.003915200865722733,0.05591942132945575,0.0030195053268233796
NA,overall,-1.2892043217357867,1,0.0040347185787925335,0.05591942132945575,0.0030195053268233796
NA,overall,-1.286184816408963,0,0.004161922690804339,0.05591942132945575,0.0030195053268233796
NA,overall,-1.2831653110821397,0,0.004297217919971416,0.05591942132945575,0.0030195053268233796
NA,overall,-1.2801458057553163,0,0.00444047001627409,0.05591942132945575,0.0030195053268233796
NA,overall,-1.2771263004284927,0,0.0045916956074140685,0.05591942132945575,0.0030195053268233796
NA,overall,-1.2741067951016691,1,0.004751049717293502,0.05591942132945575,0.0030195053268233796
NA,overall,-1.2710872897748458,1,0.0049183460619733775,0.05591942132945575,0.0030195053268233796
NA,overall,-1.2680677844480224,0,0.005093678875773961,0.05591942132945575,0.0030195053268233796
NA,overall,-1.2650482791211988,0,0.005276861603606244,0.05591942132945575,0.0030195053268233796
NA,overall,-1.2620287737943754,1,0.005467657241077725,0.05591942132945575,0.0030195053268233796
NA,overall,-1.259009268467552,1,0.005666180390041065,0.05591942132945575,0.0030195053268233796
NA,overall,-1.2559897631407284,0,0.00587188860424779,0.05591942132945575,0.0030195053268233796
NA,overall,-1.2529702578139048,1,0.006084880655484133,0.05591942132945575,0.0030195053268233796
NA,overall,-1.2499507524870814,0,0.0063047836527545574,0.05591942132945575,0.0030195053268233796
NA,overall,-1.246931247160258,0,0.006531341565473868,0.05591942132945575,0.0030195053268233796
NA,overall,-1.2439117418334344,0,0.006764798098181015,0.05591942132945575,0.0030195053268233796
NA,overall,-1.240892236506611,0,0.0070043419549041495,0.05591942132945575,0.0030195053268233796
NA,overall,-1.2378727311797877,2,0.007249828780782218,0.05591942132945575,0.0030195053268233796
NA,overall,-1.234853225852964,0,0.0075009049572261335,0.05591942132945575,0.0030195053268233796
NA,overall,-1.2318337205261405,3,0.007757193935371897,0.05591942132945575,0.0030195053268233796
NA,overall,-1.228814215199317,2,0.00801864334255119,0.05591942132945575,0.0030195053268233796
NA,overall,-1.2257947098724937,1,0.008284505942313529,0.05591942132945575,0.0030195053268233796
NA,overall,-1.2227752045456701,1,0.008554972729258807,0.05591942132945575,0.0030195053268233796
NA,overall,-1.2197556992188467,0,0.008829327274400741,0.05591942132945575,0.0030195053268233796
NA,overall,-1.2167361938920234,0,0.009107327297529416,0.05591942132945575,0.0030195053268233796
NA,overall,-1.2137166885651998,3,0.009388744885089083,0.05591942132945575,0.0030195053268233796
NA,overall,-1.2106971832383762,2,0.009673280255245671,0.05591942132945575,0.0030195053268233796
NA,overall,-1.2076776779115528,0,0.009960878933796073,0.05591942132945575,0.0030195053268233796
NA,overall,-1.2046581725847294,1,0.010250747577679737,0.05591942132945575,0.0030195053268233796
NA,overall,-1.2016386672579058,0,0.010543204214272751,0.05591942132945575,0.0030195053268233796
NA,overall,-1.1986191619310824,3,0.010837858519399023,0.05591942132945575,0.0030195053268233796
NA,overall,-1.195599656604259,0,0.011134191564462449,0.05591942132945575,0.0030195053268233796
NA,overall,-1.1925801512774354,1,0.011431986237231144,0.05591942132945575,0.0030195053268233796
NA,overall,-1.1895606459506118,0,0.011731338872821627,0.05591942132945575,0.0030195053268233796
NA,overall,-1.1865411406237885,4,0.012032034344688034,0.05591942132945575,0.0030195053268233796
NA,overall,-1.183521635296965,0,0.012334229757932733,0.05591942132945575,0.0030195053268233796
NA,overall,-1.1805021299701415,2,0.012637758993513411,0.05591942132945575,0.0030195053268233796
NA,overall,-1.177482624643318,1,0.012942513235148532,0.05591942132945575,0.0030195053268233796
